id,ipsae,pdockq2,prodigy_kd,ipTM+pTM,pTM,REF2015,label_interacting
1JSMB_and_1YSRA,0.0,0.0182,2.5e-11,0.2318985742803873,0.16528624770129827,132855.78737203046,0
1JYHA_and_3BCIA,0.0,0.0149,"0,000001",0.23232609960566303,0.15040960219589566,6047.88125333649,0
1K2EA_and_1NEPA,0.012058,0.053,5.4e-07,0.31851689159202173,0.2480955848136207,2226.957111187758,0
1K5NA_and_1T00A,0.0,0.0063,5.4e-07,0.25846445375208543,0.17609716823881008,4332.782885651793,0
1KAFA_and_2C9IA,0.0,0.0,1.2e-06,0.28553539484847057,0.18861927269694703,3527.9228318510977,0
1KPTA_and_1F3UA,0.0,0.0,1.9e-10,0.18550384541603002,0.11118651740968,17377.208142725798,0
1KXGA_and_1JG1A,0.016054,0.1101,2.1e-05,0.3890520513261404,0.31245829156597776,2777.0354213696214,0
1L1DA_and_2PCJA,0.016277,0.0703,1.7e-07,0.4003866300855082,0.3294824191927166,947.0494974457363,0
1L9LA_and_1XUBA,0.0,0.0,5.3e-08,0.2619715513507852,0.13433530119420894,8775.503872900279,0
1N62A_and_2PFWA,0.0,0.0,0.0005,0.21033954094772622,0.11047333866967385,1484.6890707475402,0
1N7SD_and_2IMGA,0.014804,0.0771,1.2e-06,0.29063845659124704,0.18989003537111368,9785.870028676698,0
1N8VA_and_2A6CA,0.278059,0.3659,2.8e-07,0.6065057477659493,0.5801238328529297,1639.0779511161334,0
1NEPA_and_1JL1A,0.01259,0.0587,1.7e-06,0.32829233107423295,0.2566861996086447,1410.1750114833558,0
1NEPA_and_2CGHA,0.013711,0.0686,5.8e-09,0.33895749630645755,0.2515956449773629,6345.957836644381,0
1NIJA_and_2V89A,0.0,0.0,1.5e-11,0.34042252129942785,0.23613841675824274,10830.820535899245,0
1NNXA_and_1YWFA,0.013716,0.0379,1.7e-07,0.4224714192042286,0.3394212123162353,3440.8269296898775,0
1NYCA_and_1DM9A,0.0,0.0,9.4e-07,0.2146887735522205,0.1384111778635584,2726.9911423402787,0
1NZAA_and_1V58A,0.0,0.0079,3.2e-05,0.27921651369594663,0.19421335995047787,2389.4085225487793,0
1O50A_and_1B5FA,0.0,0.0,1.4e-08,0.2596972930545179,0.1660247728216503,7336.40474835683,0
1OHPA_and_1X42A,0.0,0.0,9.1e-08,0.24684861095397248,0.15687629259051777,11690.188733172497,0
1P5ZB_and_1N1JB,0.0,0.0,9.6e-08,0.24112270777482803,0.122140733175177,9459.857709260184,0
1PVMA_and_2Q73A,0.01113,0.0463,1.7e-07,0.3296009268703459,0.23895371479121197,5934.3207303323225,0
1Q3OA_and_1YM3A,0.0,0.0,1.6e-07,0.2599175255314492,0.15967982767258598,6977.227311554819,0
1Q9UA_and_1LL2A,0.0,0.0,2.6e-06,0.3266723850243239,0.23286130159191307,4497.103044356073,0
1QG8A_and_1RWYA,0.012456,0.0495,5.9e-08,0.362972185966157,0.27304688531006716,5023.588366478887,0
1QOIA_and_1KEAA,0.015523,0.0828,5.2e-06,0.5412936498467005,0.497514566560884,525.2821138995265,0
1QQP1_and_1WDJA,0.0,0.0,0.00013,0.18462841077939623,0.10403348790284994,1035.679172368035,0
1R1MA_and_1TC1A,0.0,0.0,1.1e-07,0.2309687261393646,0.14422330408464276,4707.461194738646,0
1R29A_and_1RKBA,0.0,0.0208,1.7e-07,0.2536629239139266,0.16049021255191928,12445.53791565276,0
1R2QA_and_1RLJA,0.011556,0.03,4.8e-07,0.31029378645148464,0.23360497376000444,6397.774513136048,0
1R8HA_and_3G23A,0.0,0.0,0.00047,0.333460187189941,0.22951811583665133,1400.3492354404761,0
1ROAA_and_1PK6A,0.011088,0.0507,1.4e-07,0.29462899382530255,0.2190836047606661,7336.040592881261,0
1SE0A_and_3ELBA,0.0,0.0,5.7e-12,0.31231520654908884,0.2118386244278958,10853.591898835932,0
1SPVA_and_1VIZA,0.01337,0.0602,1.1e-07,0.31442867142865627,0.236662846502259,4975.191444898303,0
1SQ2N_and_2A28A,0.012811,0.0411,1.3e-10,0.3103769728334136,0.22250358563073272,10503.797914720117,0
1T92A_and_1VKMA,0.011376,0.0475,2.3e-08,0.46957305956717316,0.4032557137213067,5976.43017241198,0
1TFUA_and_1JLJA,0.0,0.0,0.00016,0.19838594665522613,0.1162283556720562,3770.0536573808195,0
1TJYA_and_2ZQEA,0.0,0.0,3.1e-09,0.26897033119878955,0.14312002079634997,9317.0625087295,0
1TOVA_and_3D1KB,0.01074,0.0235,3.3e-07,0.23527589608938965,0.14670972745052785,9177.577847307579,0
1TZ0A_and_1U0KA,0.0,0.0,1.1e-05,0.23563641626612347,0.12383800188562974,3772.8468727310633,0
1UCRA_and_1JLTA,0.0,0.0062,1.9e-08,0.256684213105361,0.16270679041960945,11792.080944232765,0
1UHKA_and_1ELWA,0.0,0.0,2.1e-06,0.28277693948105687,0.19771434767453117,2720.9914757038623,0
1ULRA_and_3FSGA,0.013646,0.0808,7.5e-08,0.5189919618755252,0.4443489490743688,4169.467429072065,0
1UNFX_and_2GKMA,0.0,0.0,5.1e-20,0.2601830660537981,0.1633943387244569,53617.67796766863,0
1UOYA_and_1RYOA,0.0,0.0,"0,00000001",0.3172624431238684,0.20199755273397121,2489.31518787971,0
1UPQA_and_2F5XA,0.0,0.0131,"0,00000009",0.3477273184260061,0.2721838228129877,7120.591336502901,0
1UPTA_and_1RLJA,0.20623,0.1622,1.8e-08,0.5909001559508218,0.5591481808943002,1215.1088806223788,0
1UXOA_and_2YYOA,0.790775,0.6037,2.9e-07,0.8985848215290128,0.8929086487454461,532.6159556245301,0
1V4XB_and_2HA8A,0.012566,0.0484,1.4e-05,0.49840262290817994,0.44922454019304525,-200.03555897292944,0
1V54H_and_1WPAA,0.0,0.0126,5.5e-11,0.22494873135985122,0.1413747623761102,15955.71862835985,0
1V8HA_and_3BS9A,0.0,0.0141,3.4e-06,0.24558599885858642,0.16906149390878272,4730.568794239282,0
1VQTA_and_2A7BA,0.0,0.0,6.3e-06,0.21534003265009255,0.11397216064526569,2854.1933168904493,0
1W6UA_and_2OZIA,0.0,0.0,2.3e-09,0.30266384483245634,0.1873488566826779,11386.685760649161,0
1WA3A_and_3FOJA,0.0,0.017,2.1e-06,0.30341206945030197,0.20311681613693805,4351.511982866113,0
1WDCC_and_2IDLA,0.235847,0.1781,8.4e-06,0.6233292673569006,0.6026595384667882,3355.466571444472,0
1WDDS_and_3FD3A,0.0,0.0,0.00027,0.23515761695668505,0.13745499906064013,4360.901649759423,0
1WURA_and_2RKLA,0.010823,0.0265,0.00025,0.35594121269746004,0.25270409054925225,1172.9148026235282,0
1WXCB_and_2ZE3A,0.015471,0.0881,4.3e-07,0.4339537980527657,0.3367806660164542,4651.885739999543,0
1XIWA_and_1QQP3,0.0,0.0,2.5e-08,0.2492209182590684,0.16651889851922697,11346.408573767456,0
1XIWB_and_1CGHA,0.12341,0.2122,2.4e-08,0.5927579282063653,0.5269018343105466,3255.940004490925,0
1XM8A_and_3DR9A,0.0,0.0175,3.7e-07,0.312944426674044,0.21617133076335932,3111.666001070148,0
1Y66A_and_2OUSA,0.0,0.0,1.1e-11,0.4135784955551285,0.3067572840434726,24621.887625245054,0
1YDGA_and_2DOKA,0.0,0.0,3.3e-07,0.24216403467241193,0.1607082179894606,10662.032434909428,0
1YQ5A_and_2OO1A,0.615574,0.56,3.2e-06,0.7787779188734757,0.7632352192938959,1313.0090592605545,0
1YXYA_and_2VB1A,0.250372,0.2306,0.00016,0.6434455986439078,0.6002641763332704,-0.1557120269219614,0
1YZ1A_and_2EIXA,0.0,0.0096,"0,000000007",0.28802548407631456,0.196532655493865,12116.366417081357,0
1Z2WA_and_2QCKA,0.0,0.0,2.1e-08,0.24455842552281673,0.1611974077736007,5701.025227777315,0
1Z5RA_and_1HH5A,0.015434,0.0681,2.4e-09,0.43065916929937154,0.32575994747118614,3369.7430188189032,0
1Z6OM_and_1GXUA,0.0,0.0,3.1e-06,0.24305557843736458,0.13923283757922367,5778.465359006001,0
1Z9LA_and_1HDKA,0.015091,0.0834,4.1e-08,0.36910926305096625,0.29973593251530495,7069.168882499666,0
1ZELA_and_2RCZA,0.014507,0.0751,1.4e-06,0.5529957562525052,0.48587608595323223,3982.8099311296473,0
1ZX8A_and_1VR8A,0.01129,0.0312,1.7e-06,0.26453476436134415,0.195423906597772,8771.469446506626,0
1ZZKA_and_1T8HA,0.0,0.0127,1.1e-08,0.3313495935297931,0.2159498874759448,6664.621634596394,0
2ACFA_and_1GQVA,0.0,0.0082,4.6e-08,0.23698829466124072,0.14907037360800202,4415.007010665158,0
2AJ7A_and_2YZTA,0.014714,0.0675,1.1e-07,0.3314710482784193,0.24077354503364717,18052.842926207784,0
2B49A_and_1UIXA,0.0,0.0,7.1e-11,0.2978196570432896,0.17704431348451521,27973.76577792525,0
2BBHA_and_1Y0HA,0.0,0.013,1.3e-07,0.2519477201398845,0.1635186057294136,14067.395356557421,0
2C4WA_and_1EZIA,0.0,0.0,8.9e-09,0.22599673671315984,0.13818322338583094,15558.820916850002,0
2CCJA_and_2GUZA,0.016366,0.1026,7.5e-08,0.40878527520711394,0.32118351354239216,7703.832146410868,0
2CJSC_and_3BD1A,0.104566,0.25,2.1e-06,0.4760759104197997,0.4247989311579538,2521.4393826243986,0
2CKLA_and_2W3QA,0.0,0.0,2.7e-08,0.2562368054246149,0.1641923739426313,12726.914100799915,0
2CUKA_and_3CWIA,0.0,0.0,2.2e-06,0.3462859019002583,0.22922970506819473,17236.138449411425,0
2CWZA_and_2I5IA,0.0,0.0,6.7e-11,0.25125974177145605,0.14812591609208592,13938.7446418941,0
2D5KA_and_1O4VA,0.0,0.0,,0.20933282637156192,0.12494142317526377,106.46213517094506,0
2DJFA_and_2BZ1A,0.041892,0.1552,4.7e-06,0.45225847159464694,0.3941841415600589,912.6943772870409,0
2DJFC_and_3CE1A,0.013911,0.0973,1.7e-06,0.330981253027659,0.23404282623856748,168.23837734145243,0
2DPLA_and_1WU9A,0.0,0.0,0.0007,0.2905523707726211,0.16571749125213667,1830.4149163217558,0
2DQAA_and_2OS5A,0.0,0.0,"0,0000006",0.24039299445894963,0.15944871892689153,3674.9969531997663,0
2DXQA_and_2YV8A,0.0,0.0,4.4e-07,0.259467546902281,0.1855507730320572,3299.095022009612,0
2E1FA_and_2J8MA,0.0,0.0043,2.1e-06,0.25109599051668025,0.15129298589543894,574.2191716695796,0
2F99A_and_2FOJA,0.0,0.0,"0,0000001",0.2396500614931965,0.16207178126108937,5541.159370038656,0
2F9SA_and_1IWDA,0.010997,0.0232,3.9e-09,0.3164067718116684,0.22553253441025525,6193.413019962767,0
2F9SA_and_1WCV1,0.350699,0.2897,"0,000008",0.6878180977496369,0.6494015127604387,2968.205180756855,0
2FE5A_and_2CJSC,0.010768,0.0179,2.7e-07,0.23961169875599808,0.14766025043773068,3892.949433770545,0
2FE7A_and_2GBWB,0.0,0.0005,0.00039,0.22172028513496855,0.136471265506862,129.15293933780254,0
2GUDA_and_2GIAB,0.0,0.0165,7.3e-10,0.277652797558099,0.19652955207796524,9574.21541209261,0
2GUZB_and_2DDRA,0.017231,0.1309,"0,000000005",0.4500596254789786,0.35049786791544346,2251.822494924432,0
2GW8A_and_1GTZA,0.0,0.0282,0.0045,0.22636826597197385,0.1281113126232808,997.712015161487,0
2HDDA_and_1XIZA,0.010793,0.025,3.7e-10,0.29636997122713643,0.19116988022209253,13428.267046194465,0
2HEOA_and_2Q3WA,0.044394,0.1836,2.4e-05,0.4422603848839547,0.36833612134719645,1830.1922050535902,0
2HPWA_and_2O9SA,0.0,0.0134,3.3e-07,0.34080430792532523,0.23288867719220382,3921.01348682024,0
2IN0A_and_1G8IA,0.0,0.0117,5.3e-07,0.2573939949142371,0.17831118023013226,5424.734035259086,0
2J7YA_and_2FUPA,0.074066,0.1828,6.6e-09,0.6046642692081765,0.588104875847653,9002.138764566036,0
2JABA_and_1ISUA,0.075682,0.1987,"0,000009",0.457642995051773,0.3848298624017894,2329.6028077617448,0
2NMLA_and_2HLVA,0.0,0.0005,4.2e-07,0.25424514198774273,0.1633451539114685,2468.9651853997784,0
2NRRA_and_1K2XA,0.0,0.0,0.0016,0.2364854014247989,0.15746887825743802,735.6607747464433,0
2NRRA_and_2D2RA,0.014428,0.0869,1.4e-05,0.5491855160491275,0.5028305660115896,1674.1006892680966,0
2NSAA_and_1I12A,0.0,0.0,9E-11,0.25354524967392533,0.18830154873659405,6380.032874258747,0
2O8LA_and_1ROCA,0.0,0.0,6.3e-09,0.24520219638394816,0.15026396343776866,5947.071125056662,0
2O9UX_and_2OHWA,0.0,0.0,1.9e-06,0.19109963078069905,0.09694345405266415,3026.1213612021083,0
2O9UX_and_2RFFA,0.0,0.0,3.4e-07,0.23755795591151663,0.16698130808273032,7979.607355290512,0
2OAIA_and_2GYQA,0.0,0.0,4.6e-07,0.2766304958158699,0.17568160668636723,13853.762215430464,0
2OB5A_and_2QXXA,0.0,0.0,"0,000005",0.24559483910005742,0.15729169130268214,3909.4829599733944,0
2ONFA_and_1X0PA,0.0,0.0,1.6e-08,0.20656492664587583,0.12402451957814489,9148.430347726326,0
2OPCA_and_2OZNA,0.0,0.0217,1.3e-08,0.2604451587678436,0.17844577702235231,7795.142273200359,0
2OQ0A_and_1K8KG,0.0,0.0,6.2e-13,0.19819150049690792,0.13057105691960771,26343.580531552052,0
2OX7A_and_2BURB,0.01178,0.0226,6.3e-09,0.3227263973658016,0.23173665647469294,8293.757172544896,0
2OXGA_and_2Q9VA,0.016778,0.0449,"0,0000007",0.2553221039986091,0.1822999122349284,2013.5211532889095,0
2OZNA_and_2HQSC,0.014176,0.088,2.2e-07,0.3081311943395763,0.22977245144278682,6116.454045048818,0
2P1MA_and_2PN0A,0.0,0.0,"0,0000004",0.18795862236157168,0.11996668079155877,25185.068273866556,0
2P3PA_and_1RFEA,0.0,0.0,1.5e-05,0.23031715531006086,0.14586852748040566,1577.5816425785156,0
2P5KA_and_2C5QA,0.0,0.0139,8.7e-07,0.4775172493298202,0.3908011401782286,1607.3011634996426,0
2P84A_and_3CSEA,0.0,0.012,3.6e-09,0.2836826921296479,0.19092616784750427,11015.308325270975,0
2PEXA_and_1G2IA,0.0,0.0,0.00033,0.2085755441958922,0.1200169542277843,454.2751762058863,0
2PEXA_and_2QY6A,0.0,0.0,2.1e-07,0.23028498596006897,0.1267916086825992,5263.211103341441,0
2PK3A_and_1Z3EB,0.012126,0.0413,1.2e-06,0.436283421149539,0.3389675196365908,6912.363399459941,0
2PMUA_and_2FJRA,0.0,0.0,8.7e-07,0.18337108038902944,0.12548227188778627,2967.2741702344174,0
2PN0A_and_1V54D,0.0,0.0,3.1e-08,0.18538798656069438,0.14855261373622214,9536.360271982927,0
2PN6A_and_2PR7A,0.0,0.0,"0,000004",0.20991375425687342,0.12975175338593492,13480.591019742185,0
2PNFA_and_2Q5WD,0.025329,0.1539,8.4e-07,0.3817327451457131,0.27833183938288353,4040.099179254197,0
2PS1A_and_1KT6A,0.0,0.0,1.9e-05,0.22597678372498836,0.1388915094653872,5421.6718339069375,0
2QJLA_and_1IHOA,0.0,0.0145,2.6e-08,0.38539837180766945,0.29456061317498095,5291.178005436492,0
2QMOA_and_2I6JA,0.0,0.0,"0,0000001",0.24934021708060386,0.16035177404950768,8124.312839904734,0
2QNGA_and_1S5AA,0.0,0.0,1.9e-06,0.23030128045546067,0.1520048204473028,8737.923983731027,0
2QV6A_and_2BWKA,0.0,0.0,6.6e-09,0.2312948166406897,0.11734291625998441,13285.93966544948,0
2RFAA_and_1S12A,0.039664,0.11,2.7e-08,0.5006433139455115,0.43134692164027433,3859.57218854173,0
2RFFA_and_2FZSA,0.0,0.0098,0.00021,0.2315804461525801,0.13532717493185942,1468.774389771656,0
2RKNA_and_1KAFA,0.0,0.0,1.7e-07,0.21584084984667323,0.12190171213471139,5574.088852738801,0
2V1QA_and_2H62A,0.0,0.0,3.4e-06,0.22667175379307708,0.13491030146913313,1386.2249565351597,0
2VN6A_and_1SENA,0.01711,0.1455,2.8e-07,0.3801317971438932,0.31625100427068686,3572.195479460635,0
2VPAA_and_1PM4A,0.0,0.0,3.1e-09,0.2570890864678973,0.17635666036219283,15627.34177807974,0
2VVPA_and_1R9CA,0.0,0.0,0.00016,0.18078001432799506,0.08355480849590341,2548.6424878218672,0
2YXBA_and_2QFFA,0.012992,0.064,8.6e-08,0.29391192649461767,0.21862856669582542,13587.296446987237,0
2YXBA_and_3D3BJ,0.0,0.0167,5.1e-07,0.24196696438820584,0.16661264323567587,12954.513858634962,0
2Z8TX_and_1LKKA,0.015327,0.0708,5.3e-08,0.32837564849867534,0.23534536785200413,1907.4851211360058,0
2ZPLA_and_2H17A,0.0,0.0169,3.4e-07,0.2904510778647845,0.200280254991761,1858.8499174558222,0
3B5EA_and_3B7HA,0.0,0.0,3.5e-10,0.28217632921695585,0.17491342262269197,24323.07898333994,0
3BC1A_and_2C9JA,0.133531,0.1641,1.9e-08,0.5201590360209634,0.47185457555694704,2986.9860265480115,0
3BCWA_and_1YO3A,0.0,0.009,4.3e-07,0.23768157651904784,0.1489841810745384,2382.575160791182,0
3BDUA_and_3EMFA,0.029307,0.1679,1.2e-06,0.45939191112705774,0.39190158064955566,3044.760187134485,0
3BHOA_and_2PW4A,0.0,0.0,"0,0000003",0.25323626026058554,0.17483831560404317,2415.7270956681114,0
3BJHA_and_1HRUA,0.014467,0.0692,4.6e-11,0.44524357801501224,0.3852691871668348,9639.3985064976,0
3BKRA_and_1U69A,0.0,0.0,"0,0000008",0.22007276274487186,0.13395879854801596,3090.340161567847,0
3BPUA_and_3DALA,0.0,0.0013,6.9e-08,0.28680075665864835,0.19949724003085556,7805.169771120068,0
3BS2A_and_2GIBA,0.0,0.0,3.7e-07,0.23856744975173672,0.14473859214648682,621.6231803642155,0
3BX1C_and_2FDRA,0.0,0.0,6.4e-12,0.21710094281653747,0.1424803352874283,21330.504179138516,0
3CC6A_and_2I61A,0.0,0.0,8.4e-09,0.33625062946746437,0.22901846620976643,15774.725590935801,0
3CK6A_and_2I2QA,0.0,0.0001,4.2e-12,0.2926645111359272,0.1995669853572563,28602.71769801544,0
3CXKA_and_1ELKA,0.014619,0.0783,1.8e-07,0.3013146149806323,0.22385254199151944,2186.834642666894,0
3DEWA_and_3CNVA,0.0,0.0,8.5e-11,0.22827443519516621,0.15063257647518466,23121.349506502807,0
3DF8A_and_2QTDA,0.0,0.023,3.1e-08,0.2360171847548425,0.1651477890907542,9035.719041397102,0
3DO8A_and_1WKUA,0.0,0.0,2.6e-11,0.294837505660945,0.20372137591389428,3705.9249176215826,0
3EB5A_and_2HZLA,0.011714,0.0318,2.7e-07,0.3856931001638618,0.2702934231479831,9085.087183063595,0
3EBTA_and_1QMVA,0.012908,0.0856,9.1e-07,0.3783664492820511,0.31433418437945626,6163.037731535427,0
3ECYA_and_2QEDA,0.0,0.0,9.4e-09,0.24409796255119648,0.13261685697279055,13891.42943308131,0
3F75A_and_3FH2A,0.437555,0.409,4.4e-06,0.7498020145257065,0.7209317691844814,220.08591836658914,0
3FE3A_and_2OUFA,0.0,0.0,7.4e-08,0.3298885076967194,0.2161254839155796,20997.24545918849,0
3FZYA_and_1EK0A,0.216505,0.1827,2.2e-08,0.638609715868823,0.5987961597029434,681.8722478515796,0
3PROC_and_2QJWA,0.011698,0.0258,1.7e-09,0.2654880992219583,0.19337333421463096,8874.436810629737,0
830CA_and_2Z79A,0.015241,0.0931,2E-11,0.33394273016333464,0.2604068790108368,5639.599359368692,0
